number,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
28909,a1ef6deeb394537b4da00d88e6c5313a,stationery,55,359,5,600,35,5,50
28910,ad5f871bf1f82cf7aed349162ab802e6,,,,,1600,24,13,15
28911,61b82c5df7252c3a4484943ebadd2a4d,furniture_decor,58,1377,2,200,18,8,18
28912,a7d2c99f1d0e7ddfbce06d48f12b61a2,housewares,36,405,1,10100,40,20,30
28913,c50f4a0f1214c5054279a7017d1f4405,health_beauty,13,1223,1,200,16,11,11
28914,27777fe4174b166a89d2359ba1eeec7b,auto,29,464,2,10300,54,57,20
28915,93612dca2cc02cd586ec7e862f2edcbd,stationery,58,612,6,800,16,7,21
28916,37055d9442bfc227231d5983f329ff9f,market_place,33,718,1,300,18,11,14
28917,706b14052b57d3bc3b9eb631ac7ab443,auto,51,816,2,450,30,30,30
28918,7493ebe9a0ab412ac24ed4b704399a52,bed_bath_table,36,158,1,750,40,4,30
28919,8afee64dc809d5e833ae113a81774ddc,computers_accessories,58,899,1,250,16,2,11
28920,1af2a3ec7cecc4015321e562a26c9d1d,computers_accessories,60,266,2,150,40,2,24
28921,f699b297070aa38aaf3de9639302506a,sports_leisure,55,3830,1,1250,31,32,31
28922,020a80cb704bf65f38761fcedf2af192,auto,35,1512,3,800,26,9,24
28923,177d3d5bb9d4d29222a222e3b3554f41,stationery,59,241,6,7550,60,20,29
28924,ff3ec972ebd16eb98d55e8ea2fa255ee,sports_leisure,37,356,1,2488,30,23,31
28925,2f79f1782a0ab54f3a912a844b00ca66,furniture_living_room,49,157,2,5050,50,10,55
28926,e332952ba1987271652c62433c823a91,auto,59,569,3,250,16,15,16
28927,c30af44af15fb162e1ee0233c7e5d583,health_beauty,59,382,1,150,16,17,14
28928,f47aba0548334576be219248646ff695,toys,58,751,3,900,21,25,21
28929,d4591f790b3b30ebc3cc132764e86741,signaling_and_security,49,1230,2,450,20,13,33
28930,51b67230668746c1fe164ca744db9624,cool_stuff,53,270,1,1000,33,44,19
28931,979c36deada6af57d4f1d9b85a60978c,books_general_interest,32,1749,4,910,21,11,18
28932,3ecfdbaf8e32624c343f9e845cdfeec6,sports_leisure,55,509,2,650,22,12,22
28933,33731b575da5eeaa98cd7c30b2c5c2e0,garden_tools,47,1506,4,700,20,45,20
28934,36e51737e6dad4e510d102b8c95167b1,sports_leisure,36,758,1,305,23,13,21
28935,be8a95ba31630bd608a46cb9c42c8b5d,auto,51,1064,3,150,25,3,14
28936,4353af36fe588dc73497fa158ed6cefb,luggage_accessories,22,464,6,17200,45,70,25
28937,1bbf3c5abc34eb8f1d884a7503b7764f,health_beauty,50,2830,2,350,27,4,11
28938,9fa383a47388caa20228a1b5e238472b,stationery,41,145,1,980,40,31,28
28939,fa9d34c32a70b4e50a4c2c8c2c42051f,tablets_printing_image,54,145,1,100,16,6,14
28940,fa23bf270fb9880690b07d09b9f9ff20,sports_leisure,60,475,4,800,50,15,25
28941,439da204990600ea973a60cfb05fc71f,cool_stuff,48,865,2,2375,16,15,65
28942,5a0146a47009000363e3ceeade37c54b,stationery,54,521,5,1550,18,16,18
28943,9e39bd82001d66e4a4bfb402bb842c05,bed_bath_table,55,608,1,8500,50,25,25
28944,a5c3ddb1a400f50d1cf7138727aec136,toys,49,485,1,7811,45,28,46
28945,6bf834c3fe86ab984f80c2914fef03e3,toys,60,780,4,4300,20,62,35
28946,d76aac04bb7fcc7a54f1215251724b27,sports_leisure,52,185,1,150,16,2,11
28947,8ec6aedf40e1175c5446134c40931706,computers_accessories,54,1758,3,2425,17,8,11
28948,82cbf8090880e6be359de9d332558817,sports_leisure,50,923,1,500,16,15,12
28949,96629e38790e42abf9939db3063a7c6d,sports_leisure,30,486,1,400,25,15,11
28950,6f1ee01920f8b1cbbcd807debfbb2ace,fashion_male_clothing,28,696,2,400,16,2,11
28951,0a6d157989ce18261dd86095fa6858ca,bed_bath_table,53,559,1,850,16,10,16
28952,c2fb26742f8484dbfe9a8d70bdc54025,computers_accessories,56,123,1,100,60,16,11
28953,362052fcdf7c9e3596a0a6c97536cdc3,fashion_bags_accessories,49,293,1,100,21,9,14
28954,adb4c0f91ab4eb667fed71c378a54fef,computers_accessories,54,1184,7,1850,27,10,20
28955,a4a65e9db92056dc3db50f09b945c270,furniture_decor,55,900,2,450,80,20,20
28956,cf8316c961640d38321241895b7811c2,bed_bath_table,56,189,1,1800,46,3,34
28957,1809be4f054d8243278d6c83207696ee,health_beauty,60,360,1,3500,24,15,17
28958,5245dad16589e03f45e496de427b578a,luggage_accessories,49,607,1,900,18,51,35
28959,8e2a1894cc1ec6fac43ab56efaef0411,sports_leisure,32,227,1,250,35,15,20
28960,573722511f4fc28539f3d8810a50ea1c,furniture_decor,58,1969,2,350,69,11,11
28961,2708ea4fc1340081efeffbf11f14d765,perfumery,54,571,5,1700,20,24,30
28962,a0cfac9273b59efabf0a7d047382c450,housewares,58,869,5,20600,50,50,50
28963,18da4a6d2c9b127b43ac8616ab151aa8,,,,,1300,83,4,26
28964,9ecb6a6e5d07b5d879c67bdc20977bd8,baby,58,868,2,500,30,5,30
28965,a19c7f350205196ae4aed73fc111dd79,sports_leisure,50,2164,7,1250,33,25,28
28966,f9982e3da18bb4f67e0fa0fcca27b8d4,consoles_games,45,1338,1,600,18,12,18
28967,343ebd86f51d5d5dc72592030d0ef74e,books_general_interest,21,1882,1,1600,25,6,18
28968,80b5182ab2afa5091844c94a0106b843,fashion_bags_accessories,39,279,4,100,16,6,11
28969,a39cc58c1b5926b6f9f378daa89f1315,home_construction,53,646,1,3800,30,35,30
28970,642369377615febc7fa89e4c8df5110e,health_beauty,42,608,1,150,16,7,12
28971,507e1658812a4451005d2ff5a09ccd6d,housewares,56,1332,2,1500,60,15,20
28972,cf6c3dd9d7edc47eb9463ec79f6aaaf4,electronics,46,473,1,2200,45,15,25
28973,f19d1f3b037970f5f9f1f3dad8e8287b,home_appliances,60,240,1,11200,27,12,17
28974,c2c4abda0d688d5c2a7f48644ee55a8c,electronics,60,663,2,150,20,11,16
28975,618c65cb5359281b2c830b9f3f2e1f36,food,47,1058,3,8238,44,28,36
28976,80dfe643d04536672f84431155e07728,fixed_telephony,41,417,1,200,19,5,11
28977,5c73346e7049e11811ae921dee4103c5,perfumery,59,1142,3,900,20,7,23
28978,70de339311bbfd116a461e25c9fb79ca,furniture_decor,53,553,1,1200,35,9,25
28979,853cabeecd89a8fa18c5ead33e4b7cdb,baby,41,341,2,150,20,6,15
28980,39ba5f1db5ac837acc139b27369791c6,furniture_decor,59,2130,2,3000,69,11,11
28981,72602b08ac8b5e5664b105ce8e0ce5b9,computers_accessories,35,1101,1,300,42,2,30
28982,9023ae99d5663286ea4602528149ed45,toys,54,377,3,450,18,10,13
28983,a3aab6d23ab543e36652264fce5ed7be,consoles_games,50,989,4,5200,32,52,37
28984,7bc937aee25e404e3fbf0ecd764a718f,computers_accessories,57,143,2,50,16,8,11
28985,d02d1fb4bb52737b8d68075e5a079a4a,office_furniture,42,1384,1,13175,57,55,22
28986,699137c5776fc87ea4dcde1ab40a3e0a,housewares,52,491,4,500,16,19,11
28987,55fbae3af83de21b8678e2ce2ec895fe,pet_shop,39,89,2,21700,50,60,60
28988,781ae1be29375f62847b894fb20a1cbe,cine_photo,50,413,2,117,9,11,12
28989,1df0508de978ce519aa5533ae04154c7,agro_industry_and_commerce,59,707,5,1900,40,15,20
28990,6cd94c0fee122c8f6733f6de2bdbab97,auto,59,1269,6,500,16,4,11
28991,aac08ad85d954dfe44e572ad1012d4ed,home_appliances,56,203,4,450,18,8,13
28992,39b7e02eed5da67f370cfd3f1518fe6c,stationery,34,44,1,100,16,5,16
28993,1ae2f20ff728b72bc2d6359978de7328,computers_accessories,35,222,1,888,27,12,25
28994,3e0ca14990ca0de11f16f0dd5595c1b1,sports_leisure,58,435,3,200,25,5,20
28995,7ef399e57cdf7ead307d018f4f82102b,housewares,59,897,2,450,20,10,20
28996,57fdf4c63141659fe6ba88cde482267b,consoles_games,58,259,3,400,21,9,14
28997,78ef94419ed5381e09adab75259d3f19,computers_accessories,59,197,3,500,19,5,12
28998,17ad6786808ab3fedfb261a70a5932d6,audio,38,2916,1,620,23,15,17
28999,25f85b803dbf5bd3c4ab28cc99b7e83f,bed_bath_table,46,551,1,1450,54,9,42
29000,fdf37ff6a4ff39ac973343a01c1f91ef,health_beauty,38,362,2,300,27,5,16
29001,5acad00c7ade065caf69af710c0bdd0c,home_appliances,58,133,1,150,27,13,17
29002,6c784e2ed24a972a024321ea3a4ab88e,fashion_bags_accessories,48,331,1,100,16,8,11
29003,ffadc6f8aa93aadfea73b1348a058358,furniture_decor,63,382,5,1000,35,10,35
29004,d2bea3c01e172037caa99b2d138f39d0,small_appliances,55,512,1,350,16,35,25
29005,4f84ff0aab6b53675317e34f2406ea99,health_beauty,40,659,1,250,25,15,20
29006,3c9f96101518a345e28a86181196b45a,housewares,63,1412,3,750,28,4,36
29007,1263e0be5fffc8e194d03bee6893eb7c,auto,59,651,5,4300,78,4,47
29008,7d50930301709838d8e90dcac5cfaa84,sports_leisure,59,254,1,1650,40,45,25
29009,6f017eebbb9e5ada63645df57ea44699,pet_shop,54,175,2,50,16,16,16
29010,18486698933fbb64af6c0a255f7dd64c,computers_accessories,40,322,1,225,17,14,13
29011,c703016c346bcd06bfe444465d3998ed,garden_tools,40,437,1,1550,26,6,20
29012,1e4afc1a37e11d1cfac59e0599d3ce1f,food,40,422,1,1250,17,10,28
29013,e7890707ac0e4e190a74aa46c92e2c94,watches_gifts,44,601,6,250,16,2,20
29014,8156795e2a2cba07750ff2fa3ad6e373,housewares,25,53,1,200,30,20,20
29015,dd9b00fa5df89d6f25ccdb11d98b0f51,furniture_decor,55,344,2,5300,44,17,44
29016,939f381cb93cce99ebe5219b9470e774,housewares,37,100,1,1650,38,26,26
29017,5c7dfdd3e6d851f08d3cfe8213747ff5,fashion_bags_accessories,46,375,2,150,16,5,15
29018,dca43bf1f5d44f76105f0633b7fd7ea1,housewares,59,293,1,1200,18,28,18
29019,acc10c61bc17a1c18cae33d4884f7e79,furniture_decor,40,214,2,400,18,18,18
29020,88d1079c8004788f2114540fababe0de,fashion_bags_accessories,33,405,8,150,16,5,14
29021,ccbfd10b578c52f55cb6f510a89f1030,cool_stuff,55,127,1,900,25,37,36
29022,489f5d51b1c23a85ccfa4062d0cb021b,furniture_decor,28,133,1,300,20,10,15
29023,ba47e9a1c96e01fc866a0b30f9c78e00,toys,56,875,4,3000,20,62,35
29024,ed08ea04c92f5f434c2362f7310fb328,housewares,29,1319,2,100,28,17,11
29025,f78c2e2b9562f4eb436a275b2a230531,health_beauty,35,1619,1,1167,19,16,16
29026,627c5bdbdb7b5ef9f5e5d123bbdee651,furniture_decor,43,378,1,1400,50,30,30
29027,7bf86b4bc4b643b992d0eeb1514831e7,pet_shop,56,2347,2,8400,85,10,60
29028,e07510e0b85899f2e922f28bfc0643c2,watches_gifts,40,777,4,325,19,8,12
29029,1e89bd6bc4f739a8b303c92d58bf8014,home_appliances,53,106,2,450,20,13,12
29030,c55345c89c1bf659ac0e4164498658c2,health_beauty,59,265,2,300,30,16,16
29031,9b00d5e140d71a265c6be7d132b32cd2,pet_shop,59,769,3,400,35,22,28
29032,e86b81dcac341ea01df0260077cdf082,computers_accessories,37,1457,2,400,18,9,14
29033,a87f544d243a198e2fa8adbb9a33141c,sports_leisure,58,697,1,650,19,15,16
29034,e27ee8db52a19bcbd0129dbbd2286d69,auto,60,868,1,350,20,15,15
29035,59536eeb13a52ef81966f81b91fb481e,housewares,48,448,1,550,16,25,12
29036,b4df91f3ebb544f655bc35ddc68a85ea,furniture_decor,55,417,1,7850,52,18,35
29037,fa05881d3eb7ffec2322b507ed3ccc6b,housewares,60,291,5,225,31,13,28
29038,88e84a987b4681434dedc0bc9e00826b,industry_commerce_and_business,54,856,3,7800,16,105,30
29039,3e8f52cbce268fc54677be617e399ba2,computers_accessories,56,870,1,663,21,15,13
29040,7833fb4b2feb3e20e17156f38f042182,baby,46,736,2,700,16,24,35
29041,12760bcacfaaf1457bc36e601e26dc79,housewares,42,991,3,200,30,10,15
29042,596dd8bfc1289b4336ef857ffb960d47,fashion_bags_accessories,27,184,4,250,18,9,11
29043,6023859c9a1cfdb91a9d035c7b2a8121,watches_gifts,47,702,2,200,16,11,11
29044,7ae5c4294636a8ccd3d8574daa6d7d21,office_furniture,40,2268,1,12700,58,20,58
29045,61f1894bca50fa7898bae067ef40bfb7,watches_gifts,59,221,7,200,16,2,11
29046,0a540d39a147c5937238e5126403c892,auto,59,473,2,300,25,25,25
29047,daedfe59a6361c55ad715b446161f981,musical_instruments,60,884,4,850,42,8,40
29048,05890763390aff71105dd223c0b9b225,sports_leisure,48,1102,1,1250,41,6,33
29049,b5e817c8734e44169acf6f9ad2445826,housewares,29,109,1,1500,24,20,22
29050,edb58f769af494909a8851152c3a2d1d,bed_bath_table,50,638,1,300,16,10,16
29051,ed6aa9dd6a70f0af477c150b0f5f47f2,construction_tools_safety,60,1686,1,200,17,7,17
29052,6df27920464e957f2b897ce928f1b556,housewares,46,847,2,1600,30,40,30
29053,06600341855ab457458de92175df8bf9,furniture_decor,50,620,1,1050,30,35,30
29054,b00cef861f6f633cc9eded86aedd8f3a,bed_bath_table,50,381,1,2200,47,21,41
29055,1f868693b3708b4337dee9bac46c837a,housewares,56,838,1,2100,30,30,30
29056,466fa2297e694a5cd3b603c1430201a0,watches_gifts,58,331,5,400,30,10,30
29057,122b789eb8e7e8d7a9eccec675d4a48e,housewares,58,989,2,2225,16,30,13
29058,e0eabffe36728eea94d959975124238c,sports_leisure,44,792,2,850,16,10,11
29059,4952dd34839fd7134ceada5de831810d,sports_leisure,38,380,4,375,23,23,23
29060,c0325887115675bec470d41d2d601a7a,garden_tools,63,2015,1,11100,71,16,56
29061,9b7852df1a77c9a80cf5151803db4282,housewares,54,379,1,1250,32,18,24
29062,d51f8412df6df2f152d54d7bfbd07ae8,furniture_decor,36,600,1,2050,30,35,30
29063,23e74bef13b99119b1828789058a126f,books_technical,55,1302,1,900,23,3,16
29064,2fe4cc1e76752c674b18a250ab1acbd2,perfumery,59,3010,1,625,27,11,15
29065,bc14c71396065a78e05dcdfdfd4cecfb,pet_shop,56,738,1,400,30,21,26
29066,fec3b45dc09b257690a09a742870b149,garden_tools,54,555,1,1650,25,4,25
29067,0a4f9f421af66d2ea061fbb8883419f7,health_beauty,60,919,1,200,22,3,15
29068,c521928ebace180a62167ac012c9f2c9,computers_accessories,33,252,1,400,18,9,16
29069,d6ab9feb6ae6e54819050a46462fcc5a,computers_accessories,53,976,1,740,20,16,12
29070,831305d3d8b3ff3726ace42fb44d9544,sports_leisure,39,1117,1,232,18,13,14
29071,079189201e6c6f0b0f70d118fff53fd5,health_beauty,36,1331,2,450,20,6,13
29072,f320ef0dbc98273d30835e696974e719,electronics,60,1922,2,400,25,12,32
29073,6ce342a820b6d1e1c558f98d9682348a,furniture_decor,57,620,1,400,20,6,20
29074,a8df513e8be2c303a357f71e5f62d1e0,stationery,56,184,1,7050,60,20,29
29075,4845d1421cd53de09a405f5f869add3c,bed_bath_table,56,369,1,800,78,3,52
29076,9c6704903ee7bc2b10029e64f76d749b,furniture_decor,53,1429,7,500,35,2,25
29077,59b47581b7ba51a62bf9c3dd4fef36fd,furniture_decor,38,474,4,1650,40,20,20
29078,b39f078aea47425a6a27417828a011a2,telephony,59,667,3,800,20,20,20
29079,bd8c0934082247e8c53c9b8fe35a4dad,watches_gifts,37,277,1,483,16,11,16
29080,da662963d06871d0e88300f9c6df43ee,computers_accessories,46,274,1,975,36,15,15
29081,6e513315a63d66f74752d341f410109d,computers_accessories,59,306,1,300,20,20,20
29082,0dcd34a72eb2310d44b1e823a4ecc7b7,computers_accessories,41,1762,5,5800,52,17,23
29083,27c5d184e397082e7f0ff11ace0d7269,health_beauty,21,287,1,750,22,12,22
29084,f6605392877b41d225dd146d2cf116b5,garden_tools,56,1182,1,550,17,17,17
29085,107fde0930956120d1e13dd1062fbb46,furniture_mattress_and_upholstery,51,418,1,30000,60,73,60
29086,357a9e8a4b691ffbb0f855b23d490c4e,housewares,56,824,2,390,23,14,17
29087,b35c8479840135aa13a0f2d6aa8b7f38,baby,37,1243,4,6400,47,24,33
29088,bb5d4ec6e4443ba8589bb940d5b2945f,kitchen_dining_laundry_garden_furniture,52,705,2,23900,100,20,60
29089,4f1a7a45b6d43fa7e4958e013923d9e5,musical_instruments,41,802,2,617,31,9,31
29090,2b62c18e1379676edad99be2c9bf9a9d,luggage_accessories,31,664,2,850,23,19,20
29091,acebea1efbaa063642166633d247aec7,furniture_decor,56,1455,2,400,16,2,11
29092,4ff37a590d03f8e386a765994b15e0ec,bed_bath_table,56,124,2,800,95,8,50
29093,8cbc8c6a8696b2ff8e6999b709b3d068,baby,50,630,2,1225,22,31,30
29094,b9311d581f5f341576a5a2892168355c,furniture_decor,29,257,1,10250,36,47,36
29095,4466f429e81266e99d1935267aa13329,baby,39,747,2,450,43,6,30
29096,0288532d075e4bf58e044c92e68c94cd,books_technical,44,540,1,1000,16,2,11
29097,b2f2ddac0132a316e5b41a98684d3619,fashion_underwear_beach,60,1511,6,300,30,16,11
29098,bd85550f79aa4e7452a75c55921cd5c7,toys,58,102,2,250,40,10,25
29099,db0e75ba1fc6537d68f2676f3b67d07f,cool_stuff,52,989,1,1900,42,25,15
29100,c44343d9d6d3551e161f3c72bfcbfc3b,housewares,44,670,3,1050,20,15,20
29101,667b61f3396804596ee56677af687d3c,housewares,25,563,7,10950,67,20,49
29102,31c47aaa5775c3b8eed73650e59586a6,watches_gifts,60,733,1,300,16,2,20
29103,e9cd877ece530798c06b7f8d31b631e3,auto,54,488,3,367,17,12,12
29104,8f3746a9c5411cc7cfb03660326cd189,computers_accessories,43,559,2,100,18,8,18
29105,e272c7b6c21c38e8ee510666a28460d4,computers_accessories,44,1351,2,1550,30,22,26
29106,ee8a9e48919f38bc0f3af2416718b854,auto,42,3060,3,620,17,12,15
29107,9a5c3baf8fc729c7332a1523d0f4cbd1,furniture_decor,40,243,3,5975,51,8,51
29108,b4b817e5f2c4efc8253b4b679c653847,bed_bath_table,37,1049,1,2150,26,26,23
29109,49ab1f06065d165f7e90fc9761901893,pet_shop,49,283,1,400,16,16,16
29110,e2d5a7fd80336373b539d5a4220a9ace,auto,49,1457,5,18000,50,20,20
29111,7fa9cd17cea7ecbac9778cc86b7f9033,housewares,43,343,2,300,20,25,20
29112,e899d44e1fbd1131a4c94b9f7bb1ff2a,toys,29,1049,1,700,43,7,30
29113,512a2828acd7219f400d5afabe362e51,cool_stuff,46,882,1,1000,42,25,15
29114,1953c4e517bc25739bc4223ede2ff5bc,watches_gifts,53,2390,1,800,25,14,16
29115,09b590ada623ecf66329917ea4731957,watches_gifts,44,1396,2,214,17,11,13
29116,8ea469fda50c1d63e15ccdeb9afe170d,housewares,36,892,4,1550,30,15,30
29117,419696d7d132c4ba8059bf765d66fb01,computers_accessories,44,390,1,950,35,18,12
29118,0afcbdb22d7e003f65d87a77cc7a401a,bed_bath_table,56,413,1,2600,42,11,36
29119,adf9f5989ed8d85d68ea6b941de7a633,toys,60,492,2,3500,62,11,22
29120,79a564cca1924553af76d396bf7c0662,luggage_accessories,32,431,2,483,24,25,29
29121,1be077a2d74abc6941e3fe47906df83c,toys,34,158,2,150,16,18,18
29122,86fb7ef6ee1ffa3832f09b1a1552e7e6,computers_accessories,35,764,1,1125,21,20,29
29123,5aaa1448f415af8897b81e7a1d959284,auto,57,840,1,5450,45,20,45
29124,16e556eacc104de6e97b84512d426240,perfumery,60,877,1,550,23,8,15
29125,45008a48815255d904cacbfb01303b0e,health_beauty,35,803,1,1300,20,30,20
29126,0e323ee8f8dc60a0b875e9ac4daf1337,telephony,55,359,2,317,21,14,16
29127,d6d34c537a75f1aed3fccfb9700a60a8,sports_leisure,59,596,1,600,20,7,14
29128,fd0f7402731790468090d7895cf61c0f,perfumery,38,1120,1,500,16,16,16
29129,3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,48,894,1,533,22,11,20
29130,fed7ed9a2c9239558d696bfb40fc96a9,telephony,30,843,1,125,16,10,13
29131,c1488892604e4ba5cff5b4eb4d595400,furniture_decor,59,426,2,1400,32,6,28
29132,36038dae78cc227e4d14b174f0f695d0,sports_leisure,42,1357,1,2200,20,20,20
29133,8c4dc358af6e14174f2114be62c18f37,home_construction,53,901,5,550,17,26,17
29134,7ac91bd6ae5eb819e8f9df0a8e066249,auto,56,1993,4,120,17,11,14
29135,dfa3272f8e1bad4867677dfca2d061f3,,,,,2300,34,36,32
29136,32d0ece9e71d901d7641c553c4c5238c,consoles_games,56,487,4,100,16,16,20
29137,b748ca0c5ca9a1def2099de76c53d68d,furniture_decor,54,441,1,2300,40,7,30
29138,bdca5879b3afce0e138e71a68ad26d04,bed_bath_table,60,282,1,4250,40,15,23
29139,de03cefa119fcace5bfe4b492993da7f,computers_accessories,59,1234,2,250,18,18,16
29140,f39288f58793ce5e6985b3f7832af88c,fashion_shoes,40,303,12,300,29,7,16
29141,00e32638060f6356e6f00749dc466b5c,sports_leisure,45,561,2,7050,20,105,20
29142,c54fe6aa647b1835911c540439f62300,air_conditioning,59,250,4,5150,36,47,46
29143,25a1c5b2e0ccbf703cb7b69ffebfaf38,garden_tools,39,1507,2,1100,20,20,20
29144,4cc4d02efc8f249c13355147fb44e34d,garden_tools,37,653,1,6700,35,12,22
29145,399b5ae65ca9680e1d5d1b314439e4d1,electronics,53,734,3,1617,26,8,22
29146,c9e6b23635a83b700579ba235b53eaf3,furniture_decor,55,2043,5,3000,69,11,11
29147,b811b7a802d2bc88a918a9b785a6c18a,computers_accessories,60,240,1,810,34,16,16
29148,61e9110d123ee94fcee4f409df7f4ec8,pet_shop,51,1024,2,850,24,20,24
29149,bd6eb9532e448ca538cec41d0b9dc228,musical_instruments,47,182,1,1100,90,20,40
29150,d61cb9070ed7de8a2478eca9c8fc3d93,drinks,60,3748,1,5900,55,28,28
29151,30916403a2996c146b5598774d657c55,fashion_bags_accessories,31,235,2,400,16,11,11
29152,e3af4b7c220aca1535b34416de24dfb7,toys,32,254,1,250,16,10,11
29153,23384f296aa1bf6461d22912093a9847,bed_bath_table,63,434,8,100,16,10,16
29154,0185f302dc17abf603edfe7929a0120a,auto,59,651,5,10600,78,4,47
29155,d8aa9936fd75e2d1cac692da307ff48a,perfumery,38,85,1,500,20,20,20
29156,0e030462875259ec0cb868f7ecf1fd5e,,,,,800,17,7,13
29157,5c75915e4a74994308fe805cdbfbf5f5,auto,43,668,2,100,20,15,15
29158,16007704980fa90718364a0dd747133e,health_beauty,46,2729,1,1550,27,9,18
29159,df4742649bd28492e5e306d2742cdfcb,housewares,50,237,3,4550,30,15,46
29160,55979acc6e2155188d3a43d8afb0c7aa,garden_tools,33,3557,2,300,23,22,17
29161,065ced48dd97c1b3322fab19e5844542,baby,53,958,1,450,20,15,15
29162,7cb5b984262835ef46a1ed83d04d0d44,drinks,51,824,2,850,16,13,15
29163,e59c256dc4c4c950e3c71ac153a18c9d,industry_commerce_and_business,44,330,1,1250,39,15,23
29164,8b0db3fb68c6d4b494281666287e4c72,housewares,56,857,1,250,45,15,20
29165,0dcbc0d012d42719216ea7dff6b90a6f,toys,53,1047,5,1700,28,50,24
29166,2d71e17205833ea157f7408ebb3f3229,auto,45,1322,3,372,24,15,18
29167,55ca1ec3b4014b9c43701cbe58713154,sports_leisure,41,189,3,250,30,10,30
29168,41fe836a60674d3d25645e3698651f6b,garden_tools,33,574,1,1650,34,12,30
29169,5be29135cf368b56e0b1920b2e77989f,bed_bath_table,50,300,1,400,25,3,21
29170,2dac6cadfa47913e528969d43723697b,garden_tools,59,753,7,850,24,12,14
29171,766be6c33b2024c3e45a2a9bb706f718,sports_leisure,46,633,2,900,28,25,25
29172,efafd20c0dfb7a4c591ec374a6befdcd,bed_bath_table,26,134,2,950,40,4,30
29173,54a3b009ede4097eff76990e0fa8553c,sports_leisure,51,3823,1,1300,31,33,31
29174,a8f6fefd2f6ad22952337438aa1bfce5,sports_leisure,28,834,1,1600,19,11,11
29175,81624136984f77ab82f6cfd66fa9f203,furniture_decor,52,370,1,850,40,5,11
29176,99aa268744e2967e0ed6d3b22a38eff2,sports_leisure,48,1700,2,750,59,14,12
29177,10070e29929f7c7d609ee3201f236b8e,home_construction,44,421,5,1250,23,30,15
29178,101c51628f18e013a1b2900a8f275fd2,office_furniture,50,1745,1,11000,58,28,58
29179,3879913e3a462abe3be99c14310898b5,watches_gifts,52,736,4,250,105,13,13
29180,02b7929be620a2f05bb13d0c0e2cbd48,computers_accessories,39,201,3,1649,23,12,21
29181,586d2dcb4ad3f344da859b44a01d2080,sports_leisure,60,534,6,500,30,15,15
29182,d68eb7babf9085d77c5cc4306313a374,sports_leisure,55,1719,1,1000,20,20,14
29183,1d23d07e957a7e3a0a951b8df7361990,stationery,56,242,4,150,16,6,11
29184,988a221d27cc482916fd66cd3662ed69,auto,45,1273,1,633,20,13,16
29185,346a9c7bdc6236d95d5efa3ddf0866ef,small_appliances,50,648,1,4000,40,20,25
29186,dcbe94f9e03c6dc3c6ef089765ee5181,small_appliances_home_oven_and_coffee,59,1106,1,700,30,15,15
29187,d6062a139383f9f749121e67262ce7d3,stationery,48,152,1,450,20,8,14
29188,62de52bc0f87cf3a234c38e196edac91,garden_tools,54,369,2,250,17,5,12
29189,c181ddb9a0403b7f2010870a988a61bd,cool_stuff,50,418,1,1632,30,20,19
29190,e3c816666a7d2a1e7fbf02651e550b78,,,,,115,16,13,11
29191,27156b97658943acbc27073b5e3a3e9b,auto,52,629,3,1750,33,27,26
29192,e46d3c8d60e3f8b382b6f239e5af08ac,computers_accessories,52,909,1,1850,16,9,36
29193,b83ba81552d0748b45288e7e57c62888,health_beauty,41,874,2,460,36,10,16
29194,a7742a00e1d286b7f7d4d81e90d8acc9,furniture_living_room,43,308,4,5500,60,10,40
29195,95ec3f7e237a87df9935a570ab6ef266,bed_bath_table,45,257,1,5326,71,16,50
29196,e59aa08eee1bd7faa765a89aab2095cb,bed_bath_table,39,220,1,650,75,2,65
29197,8cbedba2d7cc24610c6db688d74b23ae,stationery,41,142,2,125,22,9,15
29198,22cae88a3d0dfb90553827c761728e55,health_beauty,42,3518,1,250,19,18,18
29199,8d8426c5adc78437359a25c285959192,audio,17,265,1,300,16,4,12
29200,3c37353c20d6c00e079dbc21cf39f305,home_appliances,60,291,3,275,23,11,16
29201,6311e3c0a462892d8b8115567bee582f,health_beauty,57,1479,4,1250,18,21,27
29202,186f6f0ad7928097faf963de4b3e67bf,office_furniture,36,1158,1,11600,57,56,22
29203,d6ed08469f23517f07ed6bb451361298,fashion_bags_accessories,55,295,1,150,21,9,14
29204,7f448bfa91ff73554408e716ec1368db,pet_shop,46,613,1,3550,48,12,24
29205,aece157b74fa793277ecc4e94bedf9a0,stationery,59,226,5,8150,35,60,40
29206,00c407e056c74eb8040a1233ca6da16f,stationery,56,183,2,650,35,15,28
29207,d8f2a339e6fa69ebf411e198b618e979,housewares,60,807,1,7300,51,24,28
29208,b83738ac1903f7c8f0ed378cb085909c,electronics,56,1184,3,5700,20,15,13
29209,f9eb3d4735a873ed48d15dea16183664,auto,60,3849,1,1100,24,18,18
29210,9738ecc3ec052b1a9186e591184dcdab,pet_shop,47,591,1,6500,59,10,35
29211,819984117b8e0888730aa66265e56fc9,watches_gifts,58,752,2,300,16,11,11
29212,c1a06e885e363ce94a917ac747be25c3,auto,36,380,1,550,30,5,20
29213,9ddd762ee8a13576a809dc66f22aa2b5,bed_bath_table,60,233,1,2600,41,8,36
